,0,1,2
797,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R15 ( 0.00- 2.00 s).wav,3,"[-1.09704244 -3.35755658  9.37450695 18.8516674   7.29396534 -6.98850679
  9.35253429  3.56705904  2.17118764  5.40130472  3.32401538  2.05529261
 -4.68374968 -3.50297761 -5.31066084 -4.76263762 -6.36542273  0.18322945
 -3.80380726  0.03275291 -4.15578699  4.71689034 -2.02596498 -2.45904779
 -5.83142853 -4.65347481  0.37797448  0.97410828  0.95534819 -2.84726739
 -7.0957036  -3.76110411 -7.71879148 -5.82841015  0.87013698  0.58853507
 -2.85306001  0.16145189 -4.02437496  7.00174236 10.04461002 -0.59632045
  1.05249488 -1.88146484 -1.58089101 -3.2348516   1.03011167 -3.15552425
  2.89834738 -5.71056938  1.55922449  1.9761349  -1.7741195  10.18080425
  2.98048139 -2.1107533   2.06371522  6.17214727 -3.60754538  9.71899319]"
798,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R12 ( 0.00- 2.00 s).wav,3,"[-0.46891817 -3.37496495  7.6076622  17.80696487  6.36418724 -4.8074522
  8.91800976  3.3914237   0.93019879  4.35087585  4.19449997  1.13539505
 -4.52086592 -3.42527723 -5.13813066 -3.33579373 -4.97907543  0.80709547
 -2.69638491 -0.1650165  -4.06171608  4.30653477 -3.10440159 -1.83879077
 -5.78426456 -4.37519026 -0.86470199  0.77348554  0.17198411 -0.24368989
 -5.8655386  -4.58770561 -8.01970005 -6.41235113  2.69215226  1.00626957
 -2.36612773  0.82927787 -4.55087757  6.36905098  7.94499683 -1.16228652
  0.17867637 -2.64562559 -0.26562983 -1.8823843   0.83990026 -3.88307357
  1.95977998 -3.79822636  0.76386607  3.66259646 -1.75749421  9.02505016
  2.9935708  -2.22846794  3.27225232  6.53337431 -4.67891788  8.27880192]"
799,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R10 ( 0.00- 2.00 s).wav,3,"[ 1.28757894 -2.32277846  6.04962111 18.64794159  6.46950054 -5.26326275
  7.73253584  3.97761559  0.3641189   6.57585335  4.16248894 -0.13967197
 -5.81617928 -3.64340043 -4.21812248 -3.00138068 -6.27846766 -0.7663238
 -2.12215781 -1.0623666  -4.36901522  3.25492644 -2.44165897 -2.0528636
 -7.19091558 -4.01918125  0.44908497  1.03225291  0.26042518 -0.40551844
 -6.25901651 -5.13545942 -7.96166754 -7.0941658   3.78583813  2.81948328
 -1.24978948 -0.49018195 -3.43315387  5.96908426 10.24451637 -2.68571091
 -0.7900002  -1.87650919 -1.60072994 -2.36120319 -0.81589645 -3.03494954
  1.49858975 -2.19149566  1.30177104  4.84896517 -2.14457011  7.79509926
  5.10940647 -2.32332301  2.51667309  7.53478289 -4.62923717  6.66293573]"
800,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R7 ( 0.00- 2.00 s).wav,3,"[  6.83328629   0.84974641  -0.296249    20.08319092   3.28031969
  -3.64244533   5.79536343   6.05421448  -1.30464566   9.40007496
   3.9273355   -4.64425611  -8.57440853  -5.54539633  -3.64726353
   0.48302341  -8.31940556  -5.13049269   2.73413014  -2.32051492
  -5.33336496   2.35991597  -3.54347825  -2.72629023 -11.58666801
  -2.4563489   -0.52993584   0.22952721  -1.83127332   3.29309607
  -4.64535475  -8.22007656  -9.61242008 -10.71421814   9.60784435
   5.91292953   3.9382391   -2.70146155  -2.18139005   3.17531753
  10.00691032  -6.99436617  -4.06839228  -1.66032112  -3.12508106
  -0.48997393  -5.43005228  -2.13541913   0.17894506   5.68079376
   3.00596166  13.05376816  -4.02075672   4.6327014   10.02993393
  -2.01786733   2.58939362   8.93709373  -7.78468609   2.62518668]"
801,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-L12 ( 0.00- 2.00 s).wav,3,"[  8.78192902  -2.64979053  -2.48575592  20.43777657   2.82842803
  -4.87529707   7.7324295   11.78960133  -2.03894806   3.51737595
   9.87787151  -1.17185807  -9.72636032  -3.48378491  -0.72890729
  -3.87277365 -11.05172729  -3.39276624   1.47788429   1.11097801
  -8.43290615   6.54000282  -5.02692652  -0.68709517  -7.35209608
  -5.53657389   3.21891594   4.08911991   2.70943189   1.36391807
  -3.21473336  -5.98917103  -9.80320454 -10.34627342   0.6336937
   2.46249318   0.92380857  -5.07858658  -4.06804943  10.78007221
   9.62628555  -3.64718294   1.07336199  -0.31561613  -2.63333654
  -2.07610416  -2.64253139  -2.20730209   0.65370816  -2.31953025
   3.97398663   7.96280527  -5.25564575   4.95526409   8.68755436
  -2.25587511  -1.83721781   4.80152559  -8.02521038   0.24347861]"
802,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-L3 ( 0.00- 2.00 s).wav,3,"[ 3.94486237 -3.70721364  2.30478406 18.59815025  2.78228807 -5.93084621
  9.74275875  7.65400743  0.38021684  4.14133453  6.96957397  3.53502512
 -6.48347139 -2.05209875 -2.76561594 -4.78271008 -9.1205368  -2.05052423
 -0.70736641  3.13582945 -6.51184464  6.77776861 -4.8549118  -2.63713455
 -3.87945914 -5.64812899  2.33385253  2.94093585  1.82251847 -1.55371344
 -4.60802984 -4.41159678 -8.18094826 -7.48533535 -0.7990135   0.19972494
 -1.06400347 -1.9462496  -4.98282337 10.48403454  8.62321472 -1.19597316
  2.59783506 -1.01600075 -0.90346384 -2.03435779 -0.91903669 -1.6957922
  3.091959   -4.97593832  2.557868    3.75273561 -4.036901    6.96491671
  5.98955393 -2.0178771  -2.06400633  3.51860595 -6.45066977  5.33940601]"
803,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R14 ( 0.00- 2.00 s).wav,3,"[ 1.0952692  -2.96641207  6.81612921 19.05301476  6.82211494 -6.99190807
  7.9266386   4.7855444   1.3595742   5.26390219  3.77739191  1.39070714
 -6.1566925  -3.15248656 -3.27322221 -5.19725418 -8.00045681 -1.03470969
 -3.04809594 -0.28338644 -5.10755157  4.30398941 -1.86065364 -1.89961314
 -6.23696661 -3.80113578  2.19678593  1.87968206  1.73659956 -2.91181612
 -6.70318604 -4.14768553 -7.47937393 -6.68220186  0.58451951  1.38545227
 -1.99039793 -1.53898787 -3.3610332   7.66153193 12.35771465 -1.08821404
  1.06915009 -0.4562299  -2.56849337 -3.57693243 -0.31905353 -2.81499076
  2.4176712  -4.75140905  1.43861163  2.44384408 -2.43772507  8.48181915
  4.35246134 -1.27212644  0.8129487   6.50437164 -3.52940726  6.63773918]"
804,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-L9 ( 0.00- 2.00 s).wav,3,"[  6.45206261  -3.2402668    0.02067694  18.34189987   3.35057282
  -5.17728233   6.96656561  10.48222065  -1.22224498   2.73608065
   7.1733942    1.38075185  -8.26038265  -2.50416446  -0.19421947
  -5.24180555 -10.58525372  -2.79433155   0.34745374   1.66380942
  -7.24297094   6.63498116  -4.05268431  -1.24089348  -5.30561543
  -5.35644722   4.38177061   4.29678392   3.09949565  -0.79074728
  -3.72844028  -4.30895996  -8.51662064  -8.75179863  -1.00285459
   1.00241268  -0.31714669  -4.57240582  -4.32293558  10.92222118
  10.21122646  -1.87758446   2.41456485   0.2999776   -2.01313114
  -2.3054564   -2.3690455   -1.84163499   2.13751364  -4.17211771
   2.82003093   4.81627655  -4.77590704   5.43089914   6.30737495
  -0.76629388  -2.00354195   3.56877279  -6.38756943   1.52577579]"
805,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-L15 ( 0.00- 2.00 s).wav,3,"[ 4.83987522 -3.25217915  1.43120122 18.7268486   3.53801703 -5.03304005
  8.10789299  9.46182919 -0.58485013  2.60436487  7.24378157  1.71000779
 -7.32889318 -2.47091603 -1.71280134 -4.66872454 -9.4072876  -2.00286627
 -0.31825238  2.0557189  -6.77000237  6.71914244 -4.39766073 -1.65713143
 -4.86676502 -5.53591967  3.10716224  3.68919897  2.54620671 -0.60407412
 -3.99525595 -4.27116489 -8.58103466 -8.05845833 -0.46956444  0.50146085
 -0.7949717  -3.42845988 -4.79222488 10.506423    9.07449818 -1.32357872
  2.39440465 -0.65100908 -1.66706181 -2.06668448 -1.42371082 -2.29443836
  2.23468113 -4.71534824  2.98288751  4.58225584 -3.93969727  6.61280775
  5.57998657 -1.84275985 -1.22584629  3.58486223 -6.39793491  3.11100054]"
806,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-L7 ( 0.00- 2.00 s).wav,3,"[  7.93325901  -3.31321716  -2.24513578  18.99057007   2.69287872
  -4.8603406    7.34484768  11.23563099  -2.20643282   2.8274889
   9.44281006   0.06738951  -9.02518463  -2.37769222  -0.03430553
  -4.50999737 -10.78791714  -2.35693336   0.85763997   1.59195137
  -7.99354744   6.1389823   -4.96268749  -0.51285833  -6.17287016
  -5.22680616   3.65792203   4.32626867   3.35905313   0.30038184
  -3.64761233  -5.36739349  -9.32610512  -9.70111179  -0.13171366
   2.11831856   0.4844557   -4.54719782  -3.96206784  11.65961552
   9.10939884  -3.32470036   1.62991738  -0.32242501  -2.20428514
  -1.70312631  -2.4311645   -1.65733278   0.69070554  -2.4834795
   3.20348978   6.47225332  -4.9015069    4.45908022   7.92085743
  -2.14119053  -2.16058707   4.55183363  -7.81952858   0.58431566]"
807,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R4 ( 0.00- 2.00 s).wav,3,"[-0.44391438 -2.95946193  7.90451574 18.99971771  6.69845533 -5.35579205
  8.57433701  4.2051301   1.29769123  3.66491127  3.72752595  0.85987508
 -4.9018836  -3.51170826 -4.78375912 -3.79321527 -5.98662996  0.24904431
 -2.93914771 -0.11531352 -4.30861425  4.68058157 -2.61003065 -1.93105567
 -6.19289589 -4.27429008  0.08128278  1.21206558  0.49233657 -1.00918913
 -6.06287146 -4.39533377 -8.13436604 -6.55675936  2.44767141  0.83998901
 -2.48813391 -0.06021933 -4.50773287  6.70768404  9.34869957 -0.67700136
  0.78495032 -2.06733608 -1.37939095 -2.24727225  0.55176121 -3.95716786
  2.05699348 -4.32187271  1.34592724  3.441921   -1.70842671  9.55638981
  2.95951295 -2.45836234  3.02698398  6.21694613 -4.15976143  7.86012125]"
808,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-L1 ( 0.00- 2.00 s).wav,3,"[ 4.23023033e+00 -3.12540293e+00  1.90150869e+00  1.75182877e+01
  4.44692278e+00 -4.41588354e+00  7.78698063e+00  8.83904362e+00
 -8.44399095e-01  2.28750229e+00  7.42142296e+00  5.31073809e-01
 -7.08362579e+00 -2.84452200e+00 -2.01355362e+00 -4.33237314e+00
 -8.18132019e+00 -1.20288277e+00 -3.20860773e-01  1.16176534e+00
 -6.39891052e+00  5.98238182e+00 -4.02126360e+00 -8.02802444e-01
 -4.70226145e+00 -5.36300135e+00  2.53347254e+00  3.51521063e+00
  2.67342472e+00  8.96167696e-01 -3.21479774e+00 -4.38058805e+00
 -8.42998600e+00 -7.55967760e+00 -2.54024118e-01  4.15686131e-01
 -1.48400116e+00 -3.30374336e+00 -4.67558098e+00  9.32235432e+00
  8.45501041e+00 -1.06573570e+00  1.93520069e+00 -1.19461167e+00
 -1.23489630e+00 -2.20554924e+00 -6.87280834e-01 -3.25734186e+00
  1.41217041e+00 -4.52439451e+00  2.12713242e+00  5.06620598e+00
 -3.54083991e+00  6.66890669e+00  4.61275387e+00 -1.27069187e+00
  1.28861051e-02  3.85825944e+00 -5.83628082e+00  2.53686023e+00]"
809,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A12/012-R1 ( 0.00- 2.00 s).wav,3,"[ 1.15081227 -2.19079041  5.19744635 19.39015579  5.05733967 -3.35264063
  8.41731262  3.97025132 -0.12370972  5.1698637   4.69017553 -0.90836972
 -5.41470671 -4.06084394 -5.40082359 -1.09879088 -5.00931692 -0.51757479
 -1.21453023 -0.64161259 -4.32962799  3.85578084 -4.01015139 -2.42034698
 -7.60899544 -4.08704853 -1.61015046  0.55415481 -1.33239412  2.03220916
 -5.2791853  -6.09941101 -8.77479839 -7.76929522  6.8094101   2.64596152
 -0.66097355  0.74819529 -4.642344    5.22759151  7.43861103 -3.15110087
 -1.16546261 -3.19209456 -0.72104925 -0.43937328 -1.00550616 -4.13601017
  1.08546257 -0.40868217  1.25936759  7.3813076  -2.05521584  7.98568296
  4.80446291 -3.29975605  4.11986065  7.68232822 -6.35785866  6.88379002]"
810,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L13 ( 0.00- 2.00 s).wav,26,"[ 0.3424086  -3.71452141 -1.52334309 -0.2115131  -0.30543184 -2.98974133
 -1.41551316 10.05015755 -2.38618231 -4.97471046 -3.63630295  0.12117506
 -3.78325057  1.54012942  8.0535984  -8.26165581 -8.6514082  -1.19625115
 -3.39884305 -0.38141933 -0.84565997 -3.31981134  8.07934284 -2.2766819
  4.04507732 -3.62630153 18.96799088 11.11598206 10.03774548 -6.77399635
 -3.24065709  9.90991783  3.10882354  4.35684443 -8.30485535 -1.34979606
 -5.25701475 -8.90873623  1.39178479  6.40847635  3.3225379  -1.94058967
  9.5629282   0.03040519 -8.15111065 -5.56001997 -1.50244224  5.28632498
 -2.3551178  -2.44079471  1.00073659  0.57116807  1.51450467  1.63397682
 -1.3738476   0.74425608 -5.58585978 -7.69820929  1.08427179 -4.60374928]"
811,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L4 ( 0.00- 2.00 s).wav,26,"[ 0.82161951 -3.30938125 -1.90636408  0.16168594 -0.97303504 -2.34816074
 -1.31498456  9.7480669  -2.55387759 -5.01810598 -3.07188153  0.13588831
 -3.49885225  1.57482088  7.63414383 -7.10853148 -7.71073389 -1.68522668
 -2.76316833  0.05541413 -1.20398104 -2.20902658  6.14838457 -1.73850787
  3.74659419 -3.19147682 16.55238724 10.33588886  7.97277546 -5.75173807
 -2.66933799  8.21746731  2.35603666  3.27382112 -7.2400198  -1.11270452
 -4.15310097 -8.22152424  0.56263793  5.82444906  2.9031601  -1.70780706
  9.1094141   0.54181498 -7.08042192 -4.65048075 -1.03656888  4.81042671
 -1.90134048 -2.24149895  1.08071315  0.32259554  0.73381448  1.73545325
 -1.2187022   0.74009663 -5.32921743 -7.10366774  0.37175471 -4.53214788]"
812,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R9 ( 0.00- 2.00 s).wav,26,"[-0.18956879 -3.73298979  0.70905572  1.89528728  1.34143126 -3.55490661
  0.85712284  8.79604053 -2.21679497 -2.97518516 -1.73915005  0.95505905
 -3.98450661  1.77278078  6.0837512  -8.94386959 -8.74556255  0.140871
 -3.10674071 -0.46787727 -0.41848385 -3.00088906  6.55212212 -1.66500044
  3.9578135  -4.417696   18.03663445 11.35560894 10.23959541 -5.77974367
 -4.01503658  8.58490086  1.33131886  1.88306022 -7.99546528  0.0324812
 -5.74811077 -7.22019529  0.66805965  7.70132589  5.11191654 -2.09231162
  7.47553253 -0.45366198 -6.46610785 -4.70534849 -2.44045687  3.65205407
 -2.50210285 -1.81448424 -1.22529948  1.13394403  0.5797742   1.65243316
 -0.16362855  0.2843622  -4.60118914 -5.10176802  0.41479513 -2.94499063]"
813,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R10 ( 0.00- 2.00 s).wav,26,"[-0.65355468 -3.92963624  0.27441192  0.77298689  2.57427335 -4.48313951
 -0.50911403  8.31206894 -2.12100554 -3.20651937 -1.84970748  0.24657768
 -4.23260164  1.3828783   7.24322748 -8.76661682 -8.33173084  1.86180472
 -3.71893501 -1.06549597 -0.42787993 -4.45343828  8.88709831 -0.94006544
  2.31544065 -3.37220001 18.21293831  8.88736916 11.95825768 -6.36031008
 -3.99038649  8.44701672  2.3561368   3.58951139 -7.99619198 -0.46041137
 -6.58155298 -7.99242449  2.38985276  7.74845028  4.77876377 -1.84957373
  7.79392529 -0.70665526 -7.19053602 -5.83081913 -1.31641209  4.17341185
 -3.49164772 -2.19333744 -0.843683    0.77554291  1.05471385  0.46136478
 -1.12288773  0.38214096 -3.79388428 -4.58358908  1.92910743 -2.70779181]"
814,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R11 ( 0.00- 2.00 s).wav,26,"[ 0.7952531  -4.1182642  -1.59691095  1.21975744  1.8710748  -3.64854693
 -2.45410848 10.16363621 -3.31751227 -4.01889229 -2.55996871  0.3479307
 -4.12143612  2.18244028 10.6450634  -8.90585136 -9.28624535  0.08799657
 -3.41680574 -0.64949942 -1.01982546 -4.68878078  8.84296799 -0.63897985
  3.03338003 -3.20862722 21.09766769  8.57753181 10.70942402 -6.83982277
 -3.84691739  8.48625469  3.59478164  3.52120805 -7.44157219 -0.75443554
 -6.50059843 -9.56847477  2.40032196  9.10338688  5.92092514 -2.47969985
  9.65895557  1.10822546 -7.73674202 -6.04341984 -2.01353168  6.14427233
 -3.56608486 -2.1935854  -0.84827876  0.15608518 -0.34654182 -0.88856781
 -1.1048758   0.94576603 -4.63687325 -5.70310402  1.98842311 -4.32013798]"
815,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R5 ( 0.00- 2.00 s).wav,26,"[ 0.5957405  -4.57638502 -1.1785351   2.98348141  2.52616358 -3.90727925
 -1.1040796   9.06528282 -3.62847972 -3.62142348 -0.69188571  1.78816545
 -4.44676876  2.76420379  9.58032417 -8.73123264 -8.51232624  1.02606666
 -3.36212444 -0.13932131 -2.14692187 -3.65164161  5.92944241  0.82644141
  2.60766172 -2.93399167 17.70640564  7.80878162  9.65048027 -5.62645388
 -3.91190457  5.67596531  1.2793622   1.60243368 -6.72060776 -0.51470363
 -5.94872189 -8.24665928  1.05335569 10.61935902  6.51150322 -2.05857778
  8.65182495  0.98732811 -5.70940924 -5.07664919 -1.24416447  4.43750048
 -2.96396255 -2.4548142  -2.03286266 -0.06617336 -1.30370116 -0.29670838
 -0.7756303   1.17681038 -3.92444396 -3.20108891  0.63631642 -3.22824287]"
816,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R13 ( 0.00- 2.00 s).wav,26,"[ 0.56418002 -4.23803091 -1.00426435  2.11747241  2.32360387 -3.92985225
 -1.51811659  9.65406513 -3.25114751 -3.4271853  -1.79461098  0.88840449
 -4.26940346  2.33961391  9.68542671 -9.14877987 -9.21163177  0.55765766
 -3.4905293  -0.61050612 -1.3287003  -4.53831434  7.92022991 -0.47037303
  3.07301545 -3.38860536 20.33313751  8.69853592 10.87084961 -6.53456879
 -4.11753416  7.87298822  2.68952298  2.78504562 -7.36155891 -0.59243095
 -6.48734903 -8.85272884  1.91781294  9.84829044  6.47127867 -2.51416564
  9.12772465  0.74478126 -7.27000761 -5.7167511  -1.93560266  5.37664461
 -3.41246653 -2.13252735 -1.32339442  0.44814566 -0.46792126 -0.44181383
 -0.6949293   0.79509014 -4.4022398  -4.68231201  1.43207061 -3.59569883]"
817,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R7 ( 0.00- 2.00 s).wav,26,"[  0.39650542  -4.06002235  -3.58721876  -0.16549632   0.83864707
  -3.10194874  -4.07685137   9.45420933  -3.90194607  -5.97752571
  -3.15893292   0.71276087  -3.85223699   3.57981849  13.35894012
  -8.60028172  -8.98388672  -0.07585675  -3.85764909   0.20330457
  -1.45188379  -5.46819544   8.03999805   1.26972842   3.08910394
  -1.52512705  19.86566544   7.7246089    9.60970592  -7.53225279
  -3.62636399   7.1566844    4.07428503   3.82847929  -7.60080624
  -0.94294184  -6.22359562 -10.24319077   2.81598806   9.02557755
   5.45829439  -1.80165565  10.18000984   3.04458427  -7.30495644
  -6.22546625  -1.47128654   7.44664621  -3.92662382  -2.22430277
  -1.64072776  -1.40518129  -0.93624473  -2.24888897  -2.10824132
   1.86987734  -5.46566725  -5.878438     2.57608962  -5.35538197]"
818,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L7 ( 0.00- 2.00 s).wav,26,"[ 0.5095731  -3.76233506 -1.9171468   0.18510005 -1.74806046 -2.36757326
 -0.59785569 10.34881687 -2.34618807 -5.42340517 -3.54337287  0.93771714
 -2.99819851  2.43930864  7.71895552 -8.28334427 -8.59139919 -2.31452417
 -3.24431586  0.50762135 -1.48122871 -2.36015844  5.96345901 -2.79162335
  6.09491587 -3.80987406 19.0433445  12.31542206  8.8246336  -6.75085068
 -3.17055225 10.17762852  2.96490502  4.0867672  -8.42537308 -1.98353982
 -4.82376003 -8.3595314   0.19190404  6.69270277  3.10337162 -2.01501846
 10.37652493  0.1911509  -7.96222687 -4.82800388 -1.37160635  5.34215975
 -1.80062973 -2.44198442  0.79075038  0.50319099  1.46171129  2.39235306
 -1.22384894  0.49252638 -6.54420614 -8.5368185  -0.04196706 -4.79252577]"
819,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L5 ( 0.00- 2.00 s).wav,26,"[  0.82791221  -4.18783331  -1.65570295   0.36404502  -1.11728072
  -2.6830008   -1.07952523  11.64755058  -3.00000787  -5.37247849
  -4.24836063   0.49193853  -3.8250401    2.24810338   9.03466702
  -9.55877876 -10.03814316  -2.55754399  -3.66914892  -0.12098956
  -0.76849079  -3.45237422   8.26268101  -3.17555785   5.96036243
  -4.75233316  22.5522728   14.23836327  10.2740202   -7.69269228
  -3.89147902  12.05626297   3.59301066   4.45129347  -9.46972752
  -1.3974669   -5.69551849  -9.95282745   0.98425978   7.40383768
   4.16623402  -2.76784492  10.86907959   0.39291838  -9.29969597
  -5.80136728  -2.62800193   6.49349165  -2.35744429  -2.38257694
   0.74975574   0.88180405   1.3583684    2.22913218  -1.21826458
   0.63562965  -7.07840014  -9.35992336   0.65620601  -5.6189847 ]"
820,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R12 ( 0.00- 2.00 s).wav,26,"[-0.14500611 -4.1662631  -1.29071951  1.411026    1.35130417 -3.34965396
 -1.19257855  8.41577816 -3.0383985  -4.23259163 -1.81790483  1.78814876
 -3.23872709  3.24493933  9.36220551 -8.42963505 -8.04936886  0.56531924
 -3.43480778  0.43330818 -1.33213735 -3.98119903  6.34007168 -0.02072194
  4.07481241 -2.84549999 18.21685028  8.28303528  9.32528019 -6.24252796
 -3.70147753  7.19190598  2.59967446  2.90548539 -7.16548443 -1.04836714
 -6.13748455 -7.9154973   1.28019166  9.42416477  5.14236641 -1.82609606
  9.07774925  0.83205521 -6.05683947 -5.01809692 -1.28440249  5.31574726
 -3.06718063 -2.36121202 -1.80788708 -0.42801479 -0.39881238 -0.31013191
 -1.31391823  0.6781885  -4.55615902 -4.88682652  1.15648961 -3.3687489 ]"
821,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L3 ( 0.00- 2.00 s).wav,26,"[ 1.29356492 -3.66282606 -1.49996912  1.16710377 -0.83166111 -2.58338666
 -0.53636748 10.95814133 -2.68452787 -4.80497074 -3.03527832  0.63646209
 -3.98399806  1.73303652  7.85252333 -8.00923061 -8.89992332 -1.95929813
 -2.61296654  0.16187622 -1.24491203 -1.98063231  6.24300003 -2.35398602
  4.32936668 -4.12443447 18.60674667 11.63359928  8.54827213 -6.04754591
 -3.06647396  8.81508732  1.95624363  2.77484369 -7.73796844 -0.92544943
 -4.58661461 -8.64866734  0.13656956  6.78398752  3.83689094 -1.93836963
  9.75502491  0.40127853 -7.32544708 -4.95890808 -1.85436833  4.88413286
 -1.79309821 -2.38054347  0.9093914   0.6667425   0.35741925  2.08899593
 -0.7037366   0.63831782 -5.67068148 -7.66777325 -0.04353376 -4.50228977]"
822,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L9 ( 0.00- 2.00 s).wav,26,"[ 0.15306796 -3.16252851 -2.69061995 -1.09499133  0.36143509 -2.58368087
 -3.611449    8.48568439 -2.82725883 -5.52668047 -3.51074672 -0.15355511
 -2.92634416  2.09205961 10.61532879 -7.00094175 -7.33504915 -0.47571194
 -3.12864828 -0.06643824 -0.74974024 -4.09183407  7.68270731  0.19028085
  2.68331409 -1.54998159 16.8856678   6.89459467  8.39299965 -6.36463881
 -2.48213816  7.20952415  3.95890212  4.30321836 -6.97502995 -1.552755
 -5.52879381 -9.18840981  2.30591321  6.03590298  3.67829609 -0.86806279
  9.16333961  2.23805809 -6.8771224  -5.53595018 -0.89455509  6.27648973
 -3.0691514  -2.40154982 -0.45742738 -1.1434617   0.06054245 -1.0908134
 -2.37216139  1.74679005 -4.60562897 -6.12086296  2.54794145 -4.77891636]"
823,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-L11 ( 0.00- 2.00 s).wav,26,"[ 0.31775606 -3.9214654  -1.42820287 -0.51507592 -0.88167423 -2.31508541
 -1.39623833  9.06569481 -2.20455265 -4.55805159 -3.81439424  0.99101716
 -2.26342916  2.14400148  7.72787666 -8.31356049 -8.2228756  -1.70314014
 -3.09336019  0.08315431 -0.72146529 -2.98776436  7.14430523 -2.90232158
  5.64565468 -3.62619877 19.26348114 10.47552586  8.99421406 -6.84718466
 -3.26919484 10.87611389  4.10438585  4.52327776 -8.15841675 -2.22158241
 -5.58499765 -8.01159763  1.12285244  6.731493    3.10499597 -2.07951975
  9.49555016  0.26846492 -7.62670422 -4.92187786 -1.80221546  5.96038151
 -1.91531754 -2.21352196  0.06917217  0.28294569  1.42084742  1.13722825
 -1.36807072  0.90353471 -5.91848898 -7.88844538  0.92318434 -4.24837065]"
824,/home/hhdx/PycharmProjects/yyds/yds_paper/ear_recognition/data_50/train_ear60/A33/033-R2 ( 0.00- 2.00 s).wav,26,"[ 0.298866   -3.90647411 -0.18966298  2.36614418  1.16793847 -3.29715466
  0.71747684  8.28353691 -2.50617862 -3.06070089 -0.82392681  1.64765048
 -3.52085781  2.38777113  6.39504671 -8.03846741 -7.85227108  0.53125542
 -2.71072769  0.09718342 -1.37777054 -2.39515662  4.76063061 -0.76072544
  3.92819762 -3.56927776 16.01661491  9.23730946  8.87770462 -4.89912462
 -3.55054927  6.49612951  0.77825403  1.30510342 -6.7093668  -0.31298178
 -5.17967892 -6.35284328  0.10149156  8.44550133  4.82774973 -1.89942718
  7.51163387 -0.28836486 -5.09213734 -3.96658897 -1.61815023  3.2732563
 -2.31205368 -1.77433276 -1.54600978  0.71933705 -0.17689559  1.0170449
 -0.14254431  0.31142128 -4.00387859 -4.02267933 -0.288445   -2.56929636]"
